id,room_type,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Downtown,PerCapitaIncome,most_freq_aspect
34129010,Entire home/apt,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.6,4176.45533503519,96475,int_style
34129571,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.39,9730.50769795465,28350,int_style
34144769,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24,8183.81258079816,75119,nbhd
34171989,Entire home/apt,1.0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,1.0,5172.45543794029,103534,comm
34178005,Entire home/apt,2.0,70.0,9.0,10.0,9.0,9.0,9.0,5.0,0.37,3993.52197571706,110777,nature
34179840,Shared room,1.0,,,,,,,,0.18,2816.01812646114,74516,visitor
34180111,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.37,1897.6743876097898,91842,visitor
34180218,Private room,8.0,95.0,10.0,10.0,10.0,9.0,10.0,9.0,1.38,4188.95606859265,110777,nature
34180221,Private room,7.0,77.0,8.0,8.0,9.0,8.0,8.0,7.0,1.49,3927.6593747653,110777,nature
34181981,Private room,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.36,3487.2990398165102,55997,bedroom
34200885,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,4959.30030443684,98656,comm
34203714,Shared room,1.0,60.0,6.0,4.0,6.0,4.0,6.0,4.0,0.36,2798.4371071226396,74516,visitor
34208181,Private room,38.0,86.0,9.0,8.0,10.0,10.0,9.0,9.0,6.2,6688.430444169399,24593,bldg
34209228,Entire home/apt,2.0,90.0,9.0,10.0,10.0,9.0,9.0,8.0,0.75,2751.2564476517,84435,comm
34223791,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.34,1897.8713585831601,25262,visitor
34228117,Entire home/apt,17.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.07,8095.922602842141,75119,nbhd
34228309,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.87,4148.9388883281,124008,nbhd
34234091,Entire home/apt,5.0,92.0,10.0,10.0,8.0,9.0,10.0,10.0,0.94,1522.46450650097,103098,nbhd
34246050,Entire home/apt,7.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.53,4718.461145834221,46881,visitor
34247471,Entire home/apt,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.4,8213.68023566931,45038,bldg
34251904,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,4431.70547923206,71862,nbhd
34253243,Entire home/apt,5.0,96.0,10.0,8.0,10.0,10.0,10.0,10.0,1.79,5301.52861694743,102588,attr_trans
34287664,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.73,3529.2624199444704,68731,nbhd
34287875,Private room,19.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.15,8240.51359112931,28631,bldg
34289989,Entire home/apt,1.0,80.0,10.0,10.0,10.0,10.0,6.0,6.0,0.7,8399.18451217889,28631,nature
34306965,Entire home/apt,7.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.29,5495.87984758855,103534,nbhd
34313204,Entire home/apt,6.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,1.06,2320.52927697833,123115,bldg
34343963,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.21,367.27190693527604,63044,nature
34345807,Entire home/apt,27.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.33,10183.7146549391,40612,nbhd
34361868,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.32,6016.49943629947,68111,comm
34372749,Entire home/apt,26.0,95.0,9.0,10.0,10.0,10.0,10.0,10.0,5.27,6787.990372917161,48868,nbhd
34383907,Entire home/apt,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.51,9590.0031610684,53373,attr_trans
34394047,Entire home/apt,13.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,3.15,1732.2771946727698,54073,attr_trans
34412659,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.74,10251.2221209051,40734,bldg
34416403,Shared room,2.0,100.0,9.0,9.0,9.0,9.0,9.0,9.0,0.95,8516.351519941742,45038,visitor
34417651,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,9831.911455640658,28377,visitor
34417750,Private room,2.0,90.0,10.0,8.0,10.0,9.0,8.0,9.0,0.55,9825.94776588517,28377,visitor
34417861,Private room,2.0,90.0,10.0,9.0,9.0,10.0,9.0,9.0,0.42,9904.246938782671,28377,visitor
34423592,Private room,3.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,1.14,2037.78286659567,54816,facil
34424480,Entire home/apt,2.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0,1.22,5319.59033307832,99041,visitor
34446936,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.37,3583.52879211818,118479,kitchen
34447005,Private room,1.0,80.0,8.0,10.0,10.0,8.0,10.0,8.0,0.41,2067.77920064263,82816,visitor
34450438,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.72,4774.78693116926,61988,kitchen
34468735,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25,7817.73718126845,46444,kitchen
34470646,Entire home/apt,27.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,5.55,3642.3718844486298,83480,comm
34477166,Entire home/apt,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.84,4370.24478085141,112158,bldg
34479889,Entire home/apt,3.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.96,8338.63491695943,71145,attr_trans
34514224,Private room,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.05,9283.782197140641,50437,bldg
34517652,Entire home/apt,22.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.91,5489.25330185655,88675,comm
34533200,Shared room,1.0,80.0,8.0,8.0,10.0,6.0,10.0,6.0,0.22,3467.746123006,75612,comm
34543342,Private room,1.0,80.0,4.0,8.0,10.0,8.0,10.0,10.0,0.73,9845.130481933791,28377,visitor
34543729,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,8734.61999926602,31739,visitor
34543798,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,8702.116732741992,31739,visitor
34571307,Private room,4.0,90.0,10.0,10.0,10.0,10.0,9.0,8.0,1.88,8242.19343234119,46444,visitor
34571357,Private room,2.0,80.0,8.0,10.0,7.0,10.0,10.0,7.0,0.77,8313.23245709534,46748,visitor
34571406,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.3,8358.270195869709,46748,visitor
34575298,Entire home/apt,16.0,89.0,9.0,10.0,9.0,9.0,8.0,9.0,2.81,9227.85532731034,25101,attr_trans
34575673,Entire home/apt,16.0,86.0,9.0,10.0,10.0,10.0,9.0,9.0,3.22,9154.40205805472,26632,attr_trans
34601638,Private room,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.53,7027.43867678174,59125,comm
34602830,Entire home/apt,5.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,1.24,7149.248098462321,57689,nbhd
34606745,Private room,24.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.36,10673.777557314,32516,bldg
34607614,Private room,30.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,5.39,10705.6864543541,32516,attr_trans
34620219,Private room,23.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.13,3781.8260479837104,70132,bldg
34624749,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,5298.3449756002,84016,comm
34626588,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.76,6233.244287019829,59758,attr_trans
34629201,Entire home/apt,18.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,3.6,4196.964507211211,61738,bedroom
34642889,Entire home/apt,11.0,95.0,10.0,9.0,10.0,9.0,10.0,9.0,2.28,4185.90882334342,110777,int_style
34644631,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,6087.03723796645,122019,nbhd
34646493,Private room,27.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,5.0,10813.510156685401,32516,attr_trans
34656053,Private room,27.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,4.91,10732.7464335776,32516,attr_trans
34656516,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.16,8148.65933598302,45475,bldg
34675926,Shared room,3.0,80.0,10.0,9.0,9.0,9.0,10.0,9.0,0.53,1865.0612634145998,48556,facil
34676653,Shared room,1.0,60.0,6.0,6.0,8.0,8.0,2.0,4.0,0.19,1757.2649376677698,43581,facil
34683132,Private room,17.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,3.17,7761.999898926259,75369,bldg
34684071,Private room,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,9.94,10766.436099929399,40612,comm
34688624,Entire home/apt,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.09,7496.27061208622,29101,comm
34693459,Private room,24.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.34,6365.582657325711,59758,int_style
34697298,Private room,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,3558.39317914055,75612,nbhd
34709052,Private room,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.59,10541.6484923393,28377,bedroom
34714583,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.36,4296.71218439929,110777,bldg
34723923,Entire home/apt,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.02,6837.925430687,52263,bldg
34751463,Private room,8.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1.79,8191.508133535259,22070,comm
34756884,Entire home/apt,36.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.2,7657.9885246188705,57689,facil
34781352,Private room,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.04,8182.136805999641,45475,bldg
34785227,Private room,29.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,5.65,7843.574125653149,75369,bldg
34789865,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.88,5392.65797239621,98656,facil
34791979,Entire home/apt,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.1,5096.27798757483,106443,int_style
34836860,Private room,16.0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,3.24,8700.32367922229,31739,int_style
34854887,Entire home/apt,13.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,4.59,8185.80229477302,27446,bldg
34856831,Private room,11.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,3.75,9960.385804211921,79949,comm
34865780,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.57,5226.57980502372,121311,int_style
34866364,Private room,28.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,5.53,7922.426063590991,75369,bldg
34867880,Private room,25.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6.25,8922.30991163989,49655,bldg
34868915,Private room,27.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,5.09,856.146115220044,64348,int_style
34901719,Entire home/apt,33.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.88,3556.8312150943398,115985,kitchen
34902361,Private room,1.0,100.0,10.0,6.0,10.0,10.0,10.0,10.0,0.33,3765.6118436649604,82299,kitchen
34903588,Entire home/apt,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.73,7875.478326218259,67198,comm
34932707,Entire home/apt,35.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.86,3871.40090466623,121592,visitor
34937940,Entire home/apt,35.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.86,3939.95973227531,125379,attr_trans
34944765,Entire home/apt,1.0,,,,,,,,0.22,3370.33859265525,68731,int_style
34946905,Private room,26.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,9.4,9759.455742783679,33111,attr_trans
34977530,Entire home/apt,2.0,90.0,10.0,10.0,10.0,10.0,9.0,8.0,0.47,3499.75836660995,54491,nbhd
34978114,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.39,3386.17013991507,103914,comm
34979203,Private room,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.31,3981.0661014219704,110777,comm
34981775,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,9965.27143121295,29612,attr_trans
35042200,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,1647.32752032728,43581,facil
35044888,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.41,2535.37599703458,115293,facil
35058339,Entire home/apt,8.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,2.38,3491.2052994417304,121592,bldg
35125616,Entire home/apt,17.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,3.57,9307.55960932673,31739,kitchen
35126491,Private room,26.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.23,10152.6456072458,40734,attr_trans
35132748,Private room,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.73,6324.89665111723,59758,int_style
35133338,Entire home/apt,8.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1.7,3987.5096689069896,61738,comm
35167871,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.52,9047.112973000541,41389,comm
35194508,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.07,8155.51361018932,45038,attr_trans
35195369,Entire home/apt,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.71,5226.80861649155,103534,facil
35195793,Private room,3.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.11,2537.7776491160603,91171,bldg
35224081,Private room,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.67,8358.917904309019,67198,bldg
35232457,Entire home/apt,1.0,60.0,10.0,10.0,10.0,4.0,8.0,6.0,0.38,802.758685107578,35292,comm
35238492,Entire home/apt,11.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.58,5568.10302274635,115779,nbhd
35254451,Private room,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1220.9161205942098,52422,facil
35254514,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1052.3463854091099,52422,facil
35263886,Entire home/apt,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,8.18,10401.4727445459,50437,nbhd
35264079,Shared room,1.0,60.0,8.0,4.0,4.0,4.0,10.0,8.0,0.43,3417.73544449301,33616,visitor
35264180,Shared room,1.0,40.0,4.0,6.0,8.0,6.0,10.0,6.0,0.32,3444.61172540467,33616,visitor
35264270,Shared room,1.0,80.0,4.0,4.0,10.0,10.0,10.0,10.0,0.36,4588.35860091886,75446,visitor
35264386,Shared room,1.0,80.0,8.0,6.0,4.0,6.0,10.0,8.0,0.48,3558.53848111161,82299,visitor
35283778,Entire home/apt,1.0,80.0,10.0,8.0,10.0,10.0,10.0,10.0,0.24,4986.26819143134,46881,comm
35285492,Entire home/apt,14.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,2.82,2243.98657424677,59622,comm
35291911,Entire home/apt,16.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.29,3594.9705304113395,59299,comm
35294298,Entire home/apt,23.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,5.27,5113.43215730235,106443,attr_trans
35308634,Entire home/apt,3.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.41,6476.878486660329,93008,nature
35312287,Entire home/apt,24.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.45,9212.62579224723,49655,comm
35314471,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.48,8144.08985551659,45475,bldg
35340000,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4.41,2024.53350046945,78479,comm
35342756,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54,10720.2985229799,32516,bldg
35343196,Entire home/apt,11.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,3.2,9869.17517646701,41304,nbhd
35346074,Private room,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.22,10625.4343720751,36425,comm
35347062,Private room,1.0,100.0,10.0,6.0,10.0,10.0,10.0,10.0,0.61,10704.6063624036,32516,comm
35351379,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.26,5005.26691292556,46881,int_style
35355371,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.62,6038.556545980589,93619,visitor
35358504,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4786.7024425339705,75446,comm
35377995,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53,4915.27909295292,121311,nbhd
35378273,Private room,5.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,1.01,6751.96860644558,59125,comm
35378291,Private room,8.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.85,5109.224546463979,106443,nbhd
35387067,Private room,20.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,4.35,7632.1443301279905,36844,nbhd
35389707,Entire home/apt,16.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,3.5,1343.11563441706,63889,comm
35429693,Private room,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.43,4448.07929735997,112158,bldg
35446595,Private room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.36,1069.98380961054,52422,facil
35447067,Private room,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.26,1148.5492641945698,52422,facil
35466895,Entire home/apt,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7.27,1617.0853106760999,75305,int_style
35472694,Entire home/apt,43.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,8.96,9579.795511104541,28350,bldg
35496627,Entire home/apt,3.0,93.0,10.0,10.0,5.0,10.0,10.0,10.0,2.14,4633.05714530319,53640,bedroom
35512958,Entire home/apt,24.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.18,9594.68631809739,44345,bldg
35514635,Entire home/apt,2.0,100.0,9.0,10.0,10.0,10.0,9.0,8.0,0.61,3706.55041705423,45200,bldg
35516989,Entire home/apt,34.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,7.23,6337.14834355693,88675,kitchen
35517015,Private room,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.7,3299.22551920996,125379,bldg
35524367,Entire home/apt,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.9,1701.18886609305,78479,bedroom
35543186,Private room,1.0,100.0,8.0,8.0,8.0,8.0,8.0,8.0,0.33,1193.51054410896,25640,attr_trans
35548494,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.2,7425.71306444866,67198,attr_trans
35610787,Entire home/apt,1.0,80.0,8.0,6.0,8.0,6.0,10.0,2.0,0.63,361.06013244399696,94296,bedroom
35612808,Private room,1.0,80.0,10.0,8.0,10.0,10.0,10.0,6.0,0.45,10036.1837824635,58181,comm
35615829,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.3,10445.994334988101,28377,attr_trans
35643928,Entire home/apt,2.0,90.0,9.0,10.0,8.0,9.0,10.0,8.0,0.79,7018.96931329793,80256,comm
35644591,Private room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.32,9460.89732823005,32490,comm
35646279,Private room,20.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,6.19,10550.954126455601,28377,nbhd
35649475,Shared room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.6,1269.81046111694,75305,bldg
35651959,Private room,1.0,100.0,10.0,8.0,10.0,10.0,10.0,6.0,0.28,1762.7014356197303,82816,bedroom
35652385,Private room,1.0,100.0,10.0,8.0,10.0,8.0,10.0,8.0,0.43,1781.15686055755,82816,bedroom
35653985,Shared room,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.28,1903.9238793946697,91842,bedroom
35655138,Private room,1.0,60.0,10.0,6.0,10.0,8.0,8.0,6.0,1.0,3398.2931023672804,68731,bedroom
35655221,Private room,1.0,60.0,8.0,8.0,10.0,4.0,10.0,2.0,0.36,3481.92725765093,68731,bedroom
35674827,Private room,18.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,4.25,3718.3401865565706,83480,nbhd
35686836,Private room,11.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.52,9362.77212883366,79949,bldg
35710003,Private room,15.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,4.46,2306.4383553152898,123115,bldg
35710065,Private room,7.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,2307.72572444286,123115,bldg
35713580,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33,1723.72142183905,48556,nbhd
35719221,Private room,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.31,5009.47901525991,121311,nbhd
35719561,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.88,4927.35682760125,121311,nbhd
35734767,Private room,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.94,4173.80440562394,110777,int_style
35738807,Private room,6.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.57,2318.15444796878,59622,comm
35770427,Private room,20.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.62,7961.31264139234,27446,visitor
35772054,Private room,1.0,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0.33,9788.98034362983,41304,attr_trans
35772427,Private room,2.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.71,9764.78391494085,53373,attr_trans
35773104,Private room,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.22,9781.475175514699,53373,attr_trans
35773458,Private room,41.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9795.2389381806,53373,attr_trans
35809668,Private room,29.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,7.63,9768.31403848695,44345,facil
35826414,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.58,774.26194937792,132729,facil
35831888,Private room,12.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,3.33,7683.016896035171,43185,comm
35832211,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.48,3733.80982185846,59299,int_style
35840351,Private room,15.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,2323.94022580939,122738,bldg
35840489,Private room,11.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5.24,2223.03196846681,122738,int_style
35840538,Entire home/apt,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,0.43,4544.51760696589,40240,int_style
35843505,Entire home/apt,4.0,90.0,10.0,10.0,10.0,10.0,10.0,8.0,0.96,4154.37381913056,59299,comm
35845417,Entire home/apt,12.0,73.0,9.0,9.0,9.0,9.0,8.0,8.0,3.13,1556.70265886412,48458,attr_trans
35848747,Entire home/apt,25.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.6,6107.21059653308,96275,int_style
35874111,Private room,34.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,8.64,5737.0399947815795,93008,attr_trans
35874925,Entire home/apt,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.17,6162.037587428821,63457,attr_trans
35878510,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.28,3709.5213923114597,115985,attr_trans
35885886,Entire home/apt,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.27,4355.73258897322,52902,comm
35910410,Private room,4.0,85.0,9.0,8.0,10.0,10.0,10.0,9.0,1.25,8447.734742330551,27446,visitor
35911250,Private room,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.39,1292.02670863054,103098,comm
35916856,Private room,2.0,100.0,10.0,7.0,9.0,10.0,9.0,10.0,0.64,2071.2734569693,91842,bedroom
35917180,Shared room,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.48,2061.8953355651897,91842,bedroom
35917405,Entire home/apt,25.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,6.1,8125.6141454833805,75369,attr_trans
35918450,Entire home/apt,5.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.14,1859.3074664634,54816,kitchen
35938695,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.49,4724.06643184519,108968,facil
35939097,Private room,1.0,20.0,8.0,6.0,10.0,4.0,10.0,2.0,1.0,6299.87286325205,60417,bldg
35944237,Entire home/apt,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.71,8064.335757401751,75369,bedroom
35945227,Private room,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.78,5318.89532291276,103534,comm
35946193,Entire home/apt,24.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,6.79,6382.32095894366,27978,bldg
36005275,Private room,14.0,86.0,9.0,9.0,10.0,10.0,9.0,9.0,4.52,6850.45855762235,24593,bldg
36007807,Private room,10.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.86,2833.04083715445,63187,comm
36029332,Entire home/apt,14.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,9.33,4976.44678540089,84845,visitor
36030775,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3083.29167527034,91171,attr_trans
36036453,Private room,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,0.91,2021.9805737721103,91842,bedroom
36036473,Private room,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.38,2073.13404470959,91842,bedroom
36041860,Entire home/apt,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.92,3674.35934100959,83480,int_style
36054521,Entire home/apt,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.32,2800.23204649313,74516,bedroom
36065422,Entire home/apt,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,3703.27687261176,61738,int_style
36078299,Private room,17.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,4.77,8854.81815216787,26656,comm
36079270,Private room,17.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,4.68,8850.628113773291,26656,comm
36081917,Private room,2.0,100.0,10.0,10.0,6.0,10.0,10.0,10.0,0.51,3962.14657294622,68731,bldg
36082731,Entire home/apt,10.0,94.0,9.0,9.0,10.0,10.0,10.0,10.0,3.16,6569.36117134573,88675,kitchen
36116560,Shared room,2.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.65,1497.3692595255,103098,facil
36118946,Private room,23.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.63,3469.00540501654,125379,int_style
36140148,Private room,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,1286.18099464009,93901,int_style
36143935,Private room,1.0,,,,,,,,0.32,826.168132485104,132729,nature
